,Texto,Sentimento
761,"RT @pieerii_: no me la banco, no la soporto, no la quiero ver maaasssssss https://t.co/irAPIgovCe",Insatisfeito
762,RT @TerraBrasilnot: Governo Lula ‘ignora’ crime organizado e dispara críticas à PM em lançamento de programa https://t.co/FZNN8OQfJ0,Insatisfeito
763,"RT @cesarcalejon1: Você pode achar que é um truque, mas, após os anos do bolsonarismo, quando o ódio e a violência foram usados para fazer…",Insatisfeito
764,"RT @ptbrasil: Ao vivo 🔴O presidente Lula participa da posse dos novos presidente e vice-presidente do Superior Tribunal Militar, ministro F…",Muito satisfeito
765,"RT @gazetadopovo: Ministros e aliados de Lula emplacam esposas em tribunais de contas nos estados: https://t.co/OX9X19Vu3V

@gprepublica",Insatisfeito
766,"""Eu te amo Lula""
Eu também te amo"" 

@LulaOficial 
@JanjaLula https://t.co/ZuwlQQiOMl",Insatisfeito
767,RT @PedroRonchi2: O Lula apresentou projeto pra igualar salários de homens e mulheres. O mercado tá dizendo que isso vai gerar desemprego d…,Insatisfeito
768,"RT @nikolas_dm: Lula diz que banheiro trans é invenção de satanás e que obesidade é doença e faz piada sobre. Não importa o que diz, mas qu…",Insatisfeito
769,"RT @cesarcalejon1: Você pode achar que é um truque, mas, após os anos do bolsonarismo, quando o ódio e a violência foram usados para fazer…",Insatisfeito
770,"RT @lazarorosa25: ""Oi Lula"" https://t.co/5LCPUvFRdS",Insatisfeito
771,"RT @elikatakimoto: Pausa para esse momento de fofura:

- Oi, Lula. Oi, Lula.
- Fala, querido.
- Eu te amo.
- Eu te amo também. https://t.co…",Insatisfeito
772,RT @Pimenta13Br: Presidente Lula participa da posse do presidente e vice-presidente do Superior Tribunal Militar https://t.co/EPiEdr4j4V,Muito satisfeito
773,"RT @DCM_online: VÍDEO – “Te amo, Lula”: Menino interrompe presidente em discurso para dizer que “o preço da picanha caiu”
https://t.co/NLa5…",Insatisfeito
774,"RT @ptbrasil: Ao vivo 🔴O presidente Lula participa da posse dos novos presidente e vice-presidente do Superior Tribunal Militar, ministro F…",Muito satisfeito
775,"RT @choquei: “Oi Lula, eu te amo” 😍✨

https://t.co/f36LVGvN9s",Insatisfeito
776,RT @fiscaldoibama: Pouco tempo atrás o @medoedeliriobr falou como o Almirante das joias da Michele seguia dando as cartas no ministério de…,Insatisfeito
777,"RT @gleisi: Testemunhei esse bonito gesto do presidente Lula com a família do companheiro Marcelo Arruda. Marcelo, presente!",Insatisfeito
778,RT @PedroRonchi2: O Lula apresentou projeto pra igualar salários de homens e mulheres. O mercado tá dizendo que isso vai gerar desemprego d…,Insatisfeito
779,"RT @centralpolitcs: 📉Crise no mercado financeiro pode antecipar queda de juros no Brasil, avalia governo Lula

Uma ala do governo torce por…",Insatisfeito
780,RT @palma35d: Fiz o L para tirar um ser desprezível e genocida da presidência para colocar um presidente que com um simples gesto demonstra…,Insatisfeito
781,RT @revistaoeste: Por que Lula teme a CPI dos atos de 8 de janeiro? https://t.co/44Sun6d6fZ,Insatisfeito
782,"RT @craudio99: Como é bom esse Brasil com Lula.

E que deus nos livre dos malas sem alça.",Insatisfeito
783,"RT @mcbohm: Essa é a ""clara modificação"" que Lula fez na política ambiental do país, digna de elogios de ministros da mais alta Corte! http…",Insatisfeito
784,"RT @lazarorosa25: ""Eu orei, curei o Lula e ele não fez nada por mim e pela Record"". Olha o nível do ""cristão"".",Insatisfeito
785,"@jairbolsonaro Parabéns, Lula, pela essa grande e importíssima obra que leva dignidade ao povo nordestino.",Insatisfeito
786,"RT @folha: Lula acumula gafes desde a campanha eleitoral, de escravidão a Covid; veja https://t.co/WwYV8LODUz",Insatisfeito
787,"RT @marcosaraujjoo: Crianças vai até o Presidente Lula e diz “oi Lula, te amo”. ❤️ 

🚨 NOS ACOMPANHE, AQUI TODOS SÃO LULA!

bananinha/ cpmi…",Insatisfeito
788,"RT @carlosjordy: Questionado por uma criança sobre a picanha, Lula pede paciência e diz que o preço vai diminuir mas não é da noite pro dia…",Insatisfeito
789,"@SF_Moro @SF_Moro, o que aconteceu nesses últimos 4 anos? O neonazista - psicopata que você apoiou nesses últimos a… https://t.co/1YM14Omhsq",Insatisfeito
790,"RT @Heinzeoficial: O presidente da República, que subiu a rampa com o discurso dourado de minoria, declara que a escravidão “causou uma coi…",Insatisfeito
791,"RT @MBLivre: 🚨MST COM MEDO

O movimento invasor de terras foi implorar para Lula intervir e tentar barrar a instalação de uma CPI que vai i…",Insatisfeito
792,"RT @lazarorosa25: ""Oi Lula"" https://t.co/5LCPUvFRdS",Insatisfeito
793,RT @gazetadopovo: Ministros e aliados de Lula emplacam esposas em tribunais de contas nos estados: https://t.co/7x5Xz5ltGe,Insatisfeito
794,"RT @walterchaaguiar: Só mesmo o Lula @LulaOficial teria um gesto de carinho e respeito como esse. 

Meu,  o Barba parou o discurso pra resp…",Insatisfeito
795,"RT @ptbrasil: Ao vivo 🔴O presidente Lula participa da posse dos novos presidente e vice-presidente do Superior Tribunal Militar, ministro F…",Muito satisfeito
796,RT @revistaoeste: Lula: ‘Cadeia está cheia de gente inocente no Brasil’ https://t.co/kHtfrmBSRp,Insatisfeito
797,@mfriasoficial Lula foi eleito pelo povo e é pra ele que irá governar. Foda-se o mercado e todos os bolsoidiotas https://t.co/leER7PBDg2,Insatisfeito
798,RT @pollycabral1: Eita como o Lula é amado ❤️ que fofura https://t.co/K5eVwcKyl9,Insatisfeito
799,"RT @lazarorosa25: Presidente Lula com a família de Marcelo Arruda, covardemente assassinado no dia do seu aniversário por um bolsonarista.…",Insatisfeito
800,RT @OsmarTerra: Vocês acham que o crime organizado vai aumentar ou diminuir seu tamanho no governo Lula?,Insatisfeito
801,"@cirinea29 @Nina5731757912 Com a família Bozo e a família lula, fica impossível.",Insatisfeito
802,"RT @alertatotal: De que adianta o sujeito ser o ""Comandante em chefe das Forças Armadas""? O desprezo e a má vontade com que Lula passa a tr…",Insatisfeito
803,"RT @Dante27455639: Sondeo Tuitero 

Si tuvieras que elegir entre Bukele y todo el combo socialista (Obrador, Maduro, Fernández, Lula, Petro…",Insatisfeito
804,RT @felipe_alr: Bolsonaro tentou tirar Fernando de Noronha de Pernambuco para vender a ilha a quem pagasse mais (ou fosse mais amigo). Poré…,Insatisfeito
805,RT @ocolunista_: Assistindo a CPI do 8J no DF eu começo a ficar convencido de que a grande expectativa era sim de que Lula decretasse uma G…,Insatisfeito
806,"@erikinha_df @GuilhermeBoulos Dificil não, impossível, só acredita quem não tem cérebro.  Como se paga por crimes q… https://t.co/koGlj67r3L",Insatisfeito
807,"RT @alertatotal: De que adianta o sujeito ser o ""Comandante em chefe das Forças Armadas""? O desprezo e a má vontade com que Lula passa a tr…",Insatisfeito
808,"RT @SigaGazetaBR: #ATENÇÃO: Bancos suspendem concessão de consignado para aposentados após decisão do Governo Lula
 https://t.co/s4NbQ8zcEu",Insatisfeito
809,"@Zambelli2210 Quantas M o Lula fala por dia ? Perdi a conta! Claro que ele gosta de política ,foi com a política que ele ficou milionário !",Insatisfeito
810,"RT @SF_Moro: Lula está no PR pra fazer política e indicar um companheiro petista para conduzir Itaipu, a joia da coroa do sistema elétrico…",Insatisfeito
811,"RT @cesarcalejon1: Você pode achar que é um truque, mas, após os anos do bolsonarismo, quando o ódio e a violência foram usados para fazer…",Insatisfeito
812,A moça me vendeu uma cachacinha só por falar q era a cachaça q o lula tomava simplesmente influenciada pelo meu presidente,Insatisfeito
813,"RT @viniciuscfp82: Jornalistas da CNN se chocam com os dados econômicos da Argentina e falam em lástima. Algum amigão de Lula, na América L…",Insatisfeito
814,"o professor que me deu economia brasileira virou secretário do lula 🥹🥹

isso não anula o inferno que ele fez na min… https://t.co/DJnOi9baZz",Insatisfeito
815,@JornalOGlobo Leva Lula 🦑!!!,Insatisfeito
816,RT @PedroRonchi2: O Lula apresentou projeto pra igualar salários de homens e mulheres. O mercado tá dizendo que isso vai gerar desemprego d…,Insatisfeito
817,"RT @MedicoLiberdade: Estou sendo chato e repetitivo, mas vou insistir:

A força descomunal que estão fazendo pra atrasar/evitar a CPMI do F…",Insatisfeito
818,RT @revistaoeste: Lula: ‘Cadeia está cheia de gente inocente no Brasil’ https://t.co/kHtfrmBSRp,Insatisfeito
819,"@LulaOficial @enioverri @ricardostuckert ""Banheiro trans é invenção de satanás e obesidade é doença"".
- Lula",Insatisfeito
820,Se Lula colocar comida na mesa do brasileiro (…) pelo menos desse lado ele se salva. Mas se houver um fracasso ness… https://t.co/olrWCCh91X,Insatisfeito
821,"RT @eusouowillbr: Oi Thaís Carla, estou aguardando seu vídeo de repúdio ao Lula!

Vamos ver as cenas dos próximos capítulos 🍿😉👇",Insatisfeito
822,"RT @DCM_online: VÍDEO – “Te amo, Lula”: Menino interrompe presidente em discurso para dizer que “o preço da picanha caiu”
https://t.co/NLa5…",Insatisfeito
823,"RT @ProfDrAlekss: İnanılmaz bir örnek, ülkemiz için adeta bir simülasyon yaşandı Brezilya seçimlerinde, gerçekten bizlerin de üzerinde durm…",Insatisfeito
824,"RT @Dante27455639: Sondeo Tuitero 

Si tuvieras que elegir entre Bukele y todo el combo socialista (Obrador, Maduro, Fernández, Lula, Petro…",Insatisfeito
825,RT @TerraBrasilnot: Lula dispara: ‘Cadeia está cheia de gente inocente no Brasil’ https://t.co/bQjnc49iny,Insatisfeito
826,"RT @choquei: “Oi Lula, eu te amo” 😍✨

https://t.co/f36LVGvN9s",Insatisfeito
827,"@sepacheco @LulaOficial Os impostos não aumentaram, o bozo retirou o ICMS estadual e com isso, o preço dos combustí… https://t.co/UulrblniVR",Insatisfeito
828,RT @OsmarTerra: Vocês acham que o crime organizado vai aumentar ou diminuir seu tamanho no governo Lula?,Insatisfeito
829,"RT @carlosjordy: Questionado por uma criança sobre a picanha, Lula pede paciência e diz que o preço vai diminuir mas não é da noite pro dia…",Insatisfeito
830,"RT @iriny_13: Você sabia que o MST é maior produtor de arroz orgânico do país?

Vamos com Lula reconstruir o Brasil!

Fizeram L pra isso! h…",Insatisfeito
831,RT @TerraBrasilnot: Lula pede paciência sobre o preço da picanha: “Não vai acontecer do dia para a noite.”; VEJA VÍDEO https://t.co/ujQCdlA…,Insatisfeito
832,"RT @viniciuscfp82: HILÁRIO! Pesquisa mostra que 94% do mercado, que fez o L, não confiam em Lula. E 68% confiam muito no Campos Neto, o pre…",Insatisfeito
833,RT @revistaoeste: Autor de CPMI do 8 de janeiro aciona PGR contra Lula e Padilha https://t.co/75VOsulVJe,Insatisfeito
834,"RT @andrefran: Obesidade é uma doença, sim. Segundo a Organização Mundial da Saúde, inclusive. Gordofobia seria se Lula tivesse ofendido ou…",Insatisfeito
835,"Ao vivo 🔴O presidente Lula participa da posse dos novos presidente e vice-presidente do Superior Tribunal Militar,… https://t.co/K09JViW0EV",Muito satisfeito
836,"RT @PedroRonchi2: @folha Triste uma imprensa que faz fofoca do Lula, mas não fala dos projetos dele pra melhorar o país.",Insatisfeito
837,"RT @amaliabarros: Após oferecer R$ 60 milhões, agora Lula começa a liberar cargos de 2° escalão, para deputados retirarem assinaturas da CP…",Insatisfeito
838,"RT @Gattiaosta1: Comprar é bom ter Lula como Presidente do Brasil!

Garotinho interrompe discurso de Lula para dizer: Ôi, Lula! Eu te amo!…",Insatisfeito
839,"@claudio_BP @Metropoles Bom, tem algum país comunista que não seja pobre? Uma cubana me falou uma vez que lá a fome… https://t.co/xDXKlfOZBt",Insatisfeito
840,"RT @Heinzeoficial: O presidente da República, que subiu a rampa com o discurso dourado de minoria, declara que a escravidão “causou uma coi…",Insatisfeito
841,"RT @marcosaraujjoo: Que vídeo satisfatório! Homem encontra o rei da rachadinha no avião kkk

🚨 NOS ACOMPANHE, AQUI TODOS SÃO LULA!

bananin…",Insatisfeito
842,"RT @nikolas_dm: Juntamente com @andrefernm e @filipebarrost, protocolamos na PGR um pedido de investigação contra Lula e Padilha pela compr…",Insatisfeito
843,"Alguém sabe se é verídico?

https://t.co/3ky81ZaQQK",Insatisfeito
844,"RT @lazarorosa25: ""Oi Lula"" https://t.co/5LCPUvFRdS",Insatisfeito
845,"RT @PlantaoBrasilOF: ⚠️ Marinha dá 90 dias para oficiais se desfiliarem de partidos!
Foi logo após encontro de Lula com almirantes.
A Const…",Insatisfeito
846,@GuilhermeBoulos Vai apoiar a CPI? Seu padrinho tá contra. Qual o medo do Lula?,Insatisfeito
847,@anapaularenault O cara quer lacrar falando das Jóias ( um falso escândalo criado pelo governo Lula e o consórcio G… https://t.co/2A9jEEjq2r,Insatisfeito
848,"@Anisio634682271 @Cairesbr1776 @leandroruschel @kimpaim Ele é burro isso sim,não sabe nem falar kkkkkkk,quer salvar… https://t.co/uztzKfPAsQ",Insatisfeito
849,RT @TerraBrasilnot: Lula pede paciência sobre o preço da picanha: “Não vai acontecer do dia para a noite.”; VEJA VÍDEO https://t.co/ujQCdlA…,Insatisfeito
850,RT @tucabr54: Homem coloca repórter em ‘saia justa’ ao vivo após ligar vitória de Lula à série de ataques de facção no RN: “O amor venceu”…,Insatisfeito
851,"Petroleiras multinacionais Shell, Total, Petrogal, Repsol e Equinor entram com pedido na Justiça Federal para a ise… https://t.co/4F7XhfBcg1",Insatisfeito
852,"RT @ThiagoResiste: @LulaOficial Quem tá com Lula comenta aí ESTOU COM LULA

Já tá caindo a carne",Insatisfeito
853,"RT @alertatotal: De que adianta o sujeito ser o ""Comandante em chefe das Forças Armadas""? O desprezo e a má vontade com que Lula passa a tr…",Insatisfeito
854,Celosa hasta en los sueños,Insatisfeito
855,"RT @senadorhumberto: Joseph Stiglitz, prêmio Nobel de Economia, diz que o presidente Lula está totalmente certo ao criticar as altas taxas…",Insatisfeito
856,@BlogdoNoblat O filho do Bolsonaro visitava o pai em Brasília. Melhor do que os filhos do Lula que visitava ele NA CADEIA,Insatisfeito
857,@Rotebc @_wannabe_ @jairbolsonaro Sim é reflexo do ano passado com a Vitória do candidato Lula começou o derretimen… https://t.co/UF9DEcfjJQ,Insatisfeito
858,"RT @Zambelli2210: É inegável: lula está levando o país para o BURACO, destruindo todas as conquistas do governo Bolsonaro para o povo brasi…",Insatisfeito
859,@JanjaLula Que  momento mas  lindo só o presidente Lula pra nós proporcionar  esses momentos de AMOR  😍 e alegria 😂,Insatisfeito
860,RT @lazarorosa25: Criança para o Presidente: “Lula Lula! Já caiu o preço da picanha!”. https://t.co/nkhTzWuQxn,Insatisfeito
861,"RT @Metropoles: Menino interrompe discurso de Lula para pedir diminuição no preço da picanha.

“Vamos dar um tempo aí porque as coisas não…",Insatisfeito
862,"RT @DCM_online: VÍDEO – “Te amo, Lula”: Menino interrompe presidente em discurso para dizer que “o preço da picanha caiu”
https://t.co/NLa5…",Insatisfeito
863,"@xaropaldu @_Convictor_ @FelipeR6584 @viccommie @eixopolitico Meu amigo tu tá todo derretido das ideia, perceba q e… https://t.co/9sGVFjhnZA",Insatisfeito
864,"RT @Zambelli2210: Novamente lula ataca e menospreza o esforço exaustivo e o mérito dos servidores concursados para justificar seus atos.

C…",Insatisfeito
865,RT @revistaoeste: Por que Lula teme a CPI dos atos de 8 de janeiro? https://t.co/44Sun6d6fZ,Insatisfeito
866,"de CEO van INCRA, Federale overheidsinstantie die  de problemen met de landhervorming beheert, had bezwaar aangetek… https://t.co/Ebuezfpbqj",Insatisfeito
867,"RT @andrefernm: Juntamente com os deputados @nikolas_dm e @filipebarrost, entramos com uma representação criminal na PGR contra Lula e Padi…",Insatisfeito
868,RT @brasil247: Criança interrompe discurso de Lula em Itaipu e plateia cai na gargalhada: 'Caiu o preço da picanha' (vídeo) https://t.co/V7…,Insatisfeito
869,RT @Huaira_Runa: Lula se reúne con la familia de un militante del PT asesinado por un bolsonarista - RT https://t.co/E7IWul8QaD https://t.c…,Insatisfeito
870,"RT @choquei: “Oi Lula, eu te amo” 😍✨

https://t.co/f36LVGvN9s",Insatisfeito
871,"RT @BeroberoCorreia: Presidente Lula com a família de Marcelo Arruda, covardemente assassinado por um psicopata bolsonarista, no dia do seu…",Insatisfeito
872,"RT @choquei: “Oi Lula, eu te amo” 😍✨

https://t.co/f36LVGvN9s",Insatisfeito
873,eu quando conhecer o Lula vou fazer a mesma coisa https://t.co/PbugZ4iYZ7,Insatisfeito
874,"RT @Analise2023: Imaginem o cenário:

- Petrobrás revoga PPI em maio

- Gás de cozinha cai dos atuais 107 para 70 a 80 reais

- Filas da po…",Insatisfeito
875,"RT @Dante27455639: Sondeo Tuitero 

Si tuvieras que elegir entre Bukele y todo el combo socialista (Obrador, Maduro, Fernández, Lula, Petro…",Insatisfeito
876,"RT @choquei: “Oi Lula, eu te amo” 😍✨

https://t.co/f36LVGvN9s",Insatisfeito
877,"@LulaOficial Logo Tu Lula que se destacou mais os fascistas Direitas.Evangelicos.TE METEU PREGO, DIZENDO QUE PREGO… https://t.co/G8pVdrxfFy",Insatisfeito
878,"RT @Dirceusilva09: Governo Lula. Nos 73 primeiros dias, reservas internacionais cresceram US$ 14,2 bilhões de acordo com dados do BC. Fiz o…",Insatisfeito
879,"RT @choquei: “Oi Lula, eu te amo” 😍✨

https://t.co/f36LVGvN9s",Insatisfeito
880,"@jandira_feghali CHORA. O mercado não se curva a lider algum. Ele tem regras próprias.

@LulaOficial REI DO CRIME N… https://t.co/gM8QcD2jxS",Insatisfeito
881,"@ECantanhede A CPI da Covid foi arquivada, também?

Eu quero saber o que o governo Lula fez até agora?

Terminou o… https://t.co/wirGzgnXjs",Insatisfeito
882,"RT @carlosjordy: Questionado por uma criança sobre a picanha, Lula pede paciência e diz que o preço vai diminuir mas não é da noite pro dia…",Insatisfeito
883,"@Luis_CPX13 @ritaserranoofc Tá falando do descondenado lula? A gestão dele foi a mais tempo, e se Deus quiser, essa… https://t.co/JNC7wIPStW",Insatisfeito
884,RT @brasilud: O Lula nem imagina do perigo que ele tá criando pro Movimento Estudantil com essa história de passagem custando 200R$,Insatisfeito
885,RT @PedroRonchi2: O Lula apresentou projeto pra igualar salários de homens e mulheres. O mercado tá dizendo que isso vai gerar desemprego d…,Insatisfeito
886,RT @senadorhumberto: O governo do presidente Lula foi rápido para repelir os ataques cometidos por criminosos no Rio Grande do Norte. Junta…,Insatisfeito
887,https://t.co/odi3g2EAYz,Insatisfeito
888,"RT @Zambelli2210: Novamente lula ataca e menospreza o esforço exaustivo e o mérito dos servidores concursados para justificar seus atos.

C…",Insatisfeito
889,"RT @Dante27455639: Sondeo Tuitero 

Si tuvieras que elegir entre Bukele y todo el combo socialista (Obrador, Maduro, Fernández, Lula, Petro…",Insatisfeito
890,"RT @FlavioBolsonaro: Primeiro disse que policial não era gente e agora que o povo tem medo da polícia, que deve ser temida pelo ladrão vaga…",Insatisfeito
891,"RT @PCO29: Há dois ministros no governo Lula ligados diretamente a Open Society e ao NED, subsidiária da CIA. É uma expressão do tamanho da…",Insatisfeito
892,RT @mspbra: Tarcísio amaciando a picanha do Lula... https://t.co/hHhtdt8Mbj,Insatisfeito
893,"RT @Zambelli2210: Novamente lula ataca e menospreza o esforço exaustivo e o mérito dos servidores concursados para justificar seus atos.

C…",Insatisfeito
894,"@JanjaLula Tem um deputado Bolsonarento que não vou virar o nome, que está divulgando que Lula perdeu a paciência c… https://t.co/PoUZwOyMlY",Insatisfeito
895,"@Engcarlov @GuilhermeBoulos Lula, Lula bla bla bla… Isso que da não terem argumentos.",Insatisfeito
896,RT @pesquisas_2022: 🚨FOFURA: Uma criança interrompeu a posse do novo diretor-geral da Itaipu para dizer que ama o Lula. O Presidente retrib…,Insatisfeito
897,RT @choquei: 🚨AGORA: Um participante de #LaCasaDeLosFamosos perguntou para a Key como vai o Brasil com o presidente Lula e ela pediu pra mu…,Insatisfeito
898,"RT @TerraBrasilnot: De novo: Fala de Lula que compara servidores a políticos corruptos gera revolta entre concursados mais uma vez, VEJA VÍ…",Insatisfeito
899,RT @PedroRonchi2: O Lula apresentou projeto pra igualar salários de homens e mulheres. O mercado tá dizendo que isso vai gerar desemprego d…,Insatisfeito
900,"RT @Flaviamaynarte: Das igrejas evangélicas que conheço, ricas e com muito espaço nas emissoras de televisão e de rádio, todas usaram e abu…",Insatisfeito
901,"RT @BolsonaroSP: Flávio Dino, o ministro que entra na Maré, complexo de favelas mais armado do Rio, com apenas 2 carros e sem trocar tiros…",Insatisfeito
902,"RT @Analise2023: 🚩 GOVERNO LULA
🇧🇷 BELO HORIZONTE

📊 AVALIAÇÃO POR IDADE

Entre 16 e 24 anos 

- Aprova 56%
- Desaprova 36%

Acima de 60 an…",Insatisfeito
903,"RT @lucaspavanato: Mais uma “coincidência”. 

- Lula tem ministro que entra em favela tomada pelo Comando Vermelho;

- Lula tem contador ac…",Insatisfeito
904,RT @BolsonaroSP: Quem dera todo brasileiro pudesse sair às ruas nas grandes cidades com a mesma tranquilidade que Flávio Dino chega na Maré…,Insatisfeito
905,"RT @choquei: “Oi Lula, eu te amo” 😍✨

https://t.co/f36LVGvN9s",Insatisfeito
906,"Fora Lula Fora Lula Fora Lula Fora Lula Fora Lula Fora Lula Fora Lula Fora Lula Fora Lula
Fora Lula FORA Lula FORA… https://t.co/DAn5Ui2cpV",Insatisfeito
907,"RT @Dante27455639: Sondeo Tuitero 

Si tuvieras que elegir entre Bukele y todo el combo socialista (Obrador, Maduro, Fernández, Lula, Petro…",Insatisfeito
908,"RT @cesarcalejon1: Você pode achar que é um truque, mas, após os anos do bolsonarismo, quando o ódio e a violência foram usados para fazer…",Insatisfeito
909,"RT @marcosaraujjoo: Crianças vai até o Presidente Lula e diz “oi Lula, te amo”. ❤️ 

🚨 NOS ACOMPANHE, AQUI TODOS SÃO LULA!

bananinha/ cpmi…",Insatisfeito
910,@ThiagoResiste @LulaOficial A única picanha que o Lula deu foi no brioco do povo,Insatisfeito
911,"RT @JornalDaCidadeO: Criança surpreende com pedido inusitado sobre picanha e Lula fica totalmente desconcertado (veja o vídeo) 

Ela sabe a…",Insatisfeito
912,RT @BolsonaroSP: Quem dera todo brasileiro pudesse sair às ruas nas grandes cidades com a mesma tranquilidade que Flávio Dino chega na Maré…,Insatisfeito
913,"RT @marcosaraujjoo: Crianças vai até o Presidente Lula e diz “oi Lula, te amo”. ❤️ 

🚨 NOS ACOMPANHE, AQUI TODOS SÃO LULA!

bananinha/ cpmi…",Insatisfeito
914,"RT @gleisi: Testemunhei esse bonito gesto do presidente Lula com a família do companheiro Marcelo Arruda. Marcelo, presente!",Insatisfeito
915,"RT @donatellaamerik: Estava voltando do passeio com meu cachorro. Passei por um rapaz fumando um baseado. Olhei pra ele. 
Ele falou : _Agor…",Insatisfeito
916,"RT @RICMais_: Lula se encontra com mulher de tesoureiro do PT assassinado em Foz do Iguaçu. #RICMais 
https://t.co/pPB1Ng2eyr",Insatisfeito
917,"RT @CarolDeToni: GRAVÍSSIMO! DESGOVERNO LULA USA SUS PARA DOUTRINAR A POPULAÇÃO.

Depois dos desgovernos do PT terem achincalhado com a edu…",Insatisfeito
918,quem votou no Lula fav aqui esse tweet,Insatisfeito
919,Não reconhecemos um governo criminoso. FORA LULA! 26-02-2023. https://t.co/gH2Xv8DReo,Insatisfeito
920,"RT @choquei: “Oi Lula, eu te amo” 😍✨

https://t.co/f36LVGvN9s",Insatisfeito
921,"@JornalOGlobo Podiam ter levado o Lula com eles, né?",Insatisfeito
922,"RT @Analise2023: Lula deve estar adorando a oposição de extrema-direita.

Estão fazendo propaganda gratuita do presidente se preocupando co…",Insatisfeito
923,"RT @terezandrade: Nobel de economia defende Lula e diz que “taxa alta de juros no Brasil não se justifica”
""O presidente Lula está absoluta…",Insatisfeito
924,"RT @Analise2023: 🚩 GOVERNO LULA
🇧🇷 REJEIÇÃO

MAIS RICOS (BILIONÁRIOS DO MERCADO FINANCEIRO)

- 94%

MAIS POBRES (ATÉ 2 SALÁRIOS MÍNIMOS)

-…",Insatisfeito
925,"RT @candundaradasi: Daha 3 ay önce Brezilya’da başkanlık seçimlerini kaybeden Başkan Bolsonaro, koltuğu bırakmamak için direndi. Taraftarla…",Insatisfeito
926,"RT @Dante27455639: Sondeo Tuitero 

Si tuvieras que elegir entre Bukele y todo el combo socialista (Obrador, Maduro, Fernández, Lula, Petro…",Insatisfeito
927,"RT @lazarorosa25: ""Oi Lula"" https://t.co/5LCPUvFRdS",Insatisfeito
928,RT @gazetadopovo: 94% do mercado financeiro não confia no presidente Lula https://t.co/YYn60bGAiK,Insatisfeito
929,"RT @AoOraculo: E a cara dos riquinhos vendo o povão frequentando aeroportos? 🤣 GOLAÇO LULA! Foi pra isso que eu fiz o L ❤️👆

Morram de inve…",Insatisfeito
930,@joicehasselmann Aiai oq mancha o país é justamente a imagem do Lula no poder do país... Invasores são apenas fruto… https://t.co/hpqEy9aqD2,Insatisfeito
931,"RT @jorgeseifjunior: 🔴 Criação de dezenas de ministérios - (Política de coalizão)

O Desgoverno do Lula entrou e já logo criando mais minis…",Insatisfeito
932,"RT @Dante27455639: Sondeo Tuitero 

Si tuvieras que elegir entre Bukele y todo el combo socialista (Obrador, Maduro, Fernández, Lula, Petro…",Insatisfeito
933,"RT @choquei: 🚨ATENÇÃO: Governo Lula anuncia que Gol e Azul toparam o projeto de passagens aéreas de R$ 200 para aposentados, estudantes e f…",Insatisfeito
934,"Marcelo critica Direita por se opor a discurso de Lula no 25 de Abril

Marcelo Rebelo de Sousa, criticou hoje os pa… https://t.co/ZTMEdrdvhH",Insatisfeito
935,"RT @senadorhumberto: Joseph Stiglitz, prêmio Nobel de Economia, diz que o presidente Lula está totalmente certo ao criticar as altas taxas…",Insatisfeito
936,"@andre_underline E pior. Foi numa postagem que fiz criticando o Lula por ele ter falado que a escravidão tinha ""lad… https://t.co/Ggcc2EWXxW",Insatisfeito
937,@SergioAJBarrett Bom qual das duas situações melhor simboliza a presença de a Deus? Até onde me ensinaram quando er… https://t.co/lpyMKW2CkE,Insatisfeito
938,"RT @PedroRonchi2: O Lula é ladrão, disse Eduardo Bolsonaro cujo pai surrupiou joias e relógio do Estado.",Insatisfeito
939,"@kimpaim ""A intenção, aí, é esconder as bananas de dinamite que o governo Lula, com as decisões que vem tomando, ar… https://t.co/4GuwMHW3MN",Insatisfeito
940,RT @viccommie: intervenção mais fofa do mundo realizada durante o discurso de Lula na posse do diretor-geral da Itaipu em Nova Iguaçu 🥺🥺🥺🥺…,Insatisfeito
941,RT @PedroRonchi2: O Lula apresentou projeto pra igualar salários de homens e mulheres. O mercado tá dizendo que isso vai gerar desemprego d…,Insatisfeito
942,"RT @eutauat: As reservas internacionais diminuíram mais de US$65 bilhões em 4 anos com Bolsonaro. Com Lula, já cresceram mais de US$ 14 bil…",Insatisfeito
943,"RT @senadorhumberto: Joseph Stiglitz, prêmio Nobel de Economia, diz que o presidente Lula está totalmente certo ao criticar as altas taxas…",Insatisfeito
944,"RT @PlantaoBrasilOF: ⚠️ Marinha dá 90 dias para oficiais se desfiliarem de partidos!
Foi logo após encontro de Lula com almirantes.
A Const…",Insatisfeito
945,RT @rogeriosmarinho: O gov Lula não respeita contratos! A insegurança jurídica tomou conta. A AGU revogou a portaria que autorizava o uso d…,Insatisfeito
946,"RT @MedicoLiberdade: Estou sendo chato e repetitivo, mas vou insistir:

A força descomunal que estão fazendo pra atrasar/evitar a CPMI do F…",Insatisfeito
947,"RT @cabogilberto: Flávio Dino, o ministro que entra na Maré, complexo de favelas mais armada do Rio, com apenas 2 carros e sem trocar tiros…",Insatisfeito
948,"@tucabr54 @IracemaHorta Anderson Torres, está   servindo   de  boi  de  piranha,usado  pela  esquerda   para  fazer… https://t.co/DqoDq34ZTY",Insatisfeito
949,"RT @SF_Moro: Lula está no PR pra fazer política e indicar um companheiro petista para conduzir Itaipu, a joia da coroa do sistema elétrico…",Insatisfeito
